leave_id,employee_id,leave_type,start_date,end_date,total_leave_days,leave_reason,approval_status,approved_by
298,361,Emergency Leave,2025-04-16,2025-04-17,2,Child Care,Approved,Matthew Sidhu
299,2147,Annual Leave,2024-10-11,2024-10-17,7,Religious Festival,Approved,Ekavir Parmer
300,908,Casual Leave,2024-08-09,2024-08-11,3,Medical Treatment,Approved,Ekaja Dass
301,2174,Maternity Leave,2025-11-23,2025-11-26,4,Religious Festival,Pending,
302,1439,Paternity Leave,2024-09-21,2024-09-23,3,Family Emergency,Approved,Ekantika Walla
303,1049,Sick Leave,2025-03-25,2025-03-27,3,Medical Treatment,Approved,Aayush Mangal
304,726,Unpaid Leave,2025-03-23,2025-03-30,8,Higher Education,Approved,Jyoti Bora
305,2790,Maternity Leave,2025-09-10,2025-09-19,10,Religious Festival,Approved,Siya Chadha
306,619,Emergency Leave,2025-12-09,2025-12-10,2,Personal Work,Approved,Faraj Saini
307,1126,Maternity Leave,2025-10-24,2025-10-24,1,Medical Treatment,Approved,Leena Mammen
308,1272,Emergency Leave,2024-02-26,2024-03-04,8,Religious Festival,Approved,Daksha Butala
309,1176,Annual Leave,2024-03-27,2024-03-28,2,Child Care,Approved,Netra Reddy
310,1896,Maternity Leave,2024-02-19,2024-02-27,9,Vacation,Pending,
311,1843,Unpaid Leave,2024-01-11,2024-01-20,10,Religious Festival,Approved,Isaiah Dutt
312,2479,Emergency Leave,2025-10-01,2025-10-09,9,Vacation,Approved,Hemangini Kale
313,1846,Annual Leave,2025-09-04,2025-09-09,6,Medical Treatment,Rejected,
314,2067,Paternity Leave,2025-03-13,2025-03-15,3,Higher Education,Approved,Rajata Prashad
315,1800,Maternity Leave,2024-10-05,2024-10-13,9,Religious Festival,Approved,Jeremiah Ramesh
316,1528,Casual Leave,2025-10-06,2025-10-12,7,Religious Festival,Approved,Pranav Shroff
317,2781,Maternity Leave,2025-01-25,2025-01-25,1,Religious Festival,Approved,Aahana Malhotra
318,270,Casual Leave,2025-04-01,2025-04-02,2,Child Care,Approved,Ekalinga Lanka
319,1164,Casual Leave,2025-11-04,2025-11-13,10,Religious Festival,Approved,Kashvi Balakrishnan
320,334,Maternity Leave,2024-11-13,2024-11-15,3,Personal Work,Pending,
321,2688,Paternity Leave,2025-01-21,2025-01-27,7,Medical Treatment,Approved,Qasim Kari
322,1269,Maternity Leave,2024-05-12,2024-05-18,7,Religious Festival,Approved,Hiral Pandey
323,524,Paternity Leave,2024-11-23,2024-12-01,9,Child Care,Approved,Abdul Pandey
324,2083,Casual Leave,2025-07-12,2025-07-12,1,Family Emergency,Approved,Leela Sharaf
325,878,Casual Leave,2025-11-27,2025-12-04,8,Family Emergency,Approved,Neel Padmanabhan
326,635,Annual Leave,2025-02-11,2025-02-15,5,Medical Treatment,Approved,Nathaniel Dasgupta
327,2080,Unpaid Leave,2024-10-06,2024-10-14,9,Vacation,Approved,Inaya Vaidya
328,2712,Casual Leave,2025-05-22,2025-05-31,10,Child Care,Approved,Nimrat Sane
329,632,Sick Leave,2024-11-18,2024-11-20,3,Family Emergency,Approved,Xavier Atwal
330,2954,Emergency Leave,2024-08-14,2024-08-14,1,Marriage,Approved,Omkaar Arya
331,1820,Maternity Leave,2025-03-28,2025-04-01,5,Higher Education,Approved,Damini Gade
332,959,Maternity Leave,2025-12-02,2025-12-05,4,Higher Education,Approved,Urvi Kaur
333,795,Casual Leave,2024-09-21,2024-09-30,10,Higher Education,Rejected,
334,1155,Unpaid Leave,2025-02-10,2025-02-16,7,Child Care,Approved,Upasna Raja
335,664,Unpaid Leave,2025-06-01,2025-06-04,4,Family Emergency,Approved,Aarini Saxena
336,1025,Annual Leave,2024-07-15,2024-07-22,8,Medical Treatment,Approved,Patrick Dani
337,2914,Unpaid Leave,2025-02-03,2025-02-11,9,Personal Work,Approved,Chanchal Sood
338,344,Unpaid Leave,2025-09-10,2025-09-12,3,Family Emergency,Approved,Hemani Sridhar
339,1792,Annual Leave,2025-08-23,2025-08-26,4,Religious Festival,Approved,Yochana Gokhale
340,110,Emergency Leave,2024-02-15,2024-02-15,1,Religious Festival,Approved,Bimala Balasubramanian
341,966,Emergency Leave,2025-02-22,2025-02-23,2,Vacation,Approved,Laksh Panchal
342,1306,Annual Leave,2024-07-13,2024-07-18,6,Family Emergency,Approved,Ishaan Tak
343,157,Casual Leave,2024-12-18,2024-12-25,8,Family Emergency,Approved,Nidra Kumer
344,2890,Emergency Leave,2025-09-05,2025-09-12,8,Medical Treatment,Approved,Jagat Lal
345,78,Casual Leave,2024-01-11,2024-01-14,4,Child Care,Approved,Bakhshi Dixit
346,456,Unpaid Leave,2024-09-22,2024-09-26,5,Medical Treatment,Approved,Wyatt Kalla
347,196,Sick Leave,2025-04-25,2025-05-01,7,Higher Education,Approved,Damini Shanker
348,258,Annual Leave,2025-10-11,2025-10-18,8,Vacation,Approved,Dominic Wadhwa
349,2589,Maternity Leave,2024-08-28,2024-09-06,10,Family Emergency,Approved,Forum Chatterjee
350,1194,Emergency Leave,2024-02-07,2024-02-07,1,Marriage,Approved,Oliver Mitra
351,2338,Emergency Leave,2024-03-21,2024-03-23,3,Medical Treatment,Approved,Vrishti Chana
352,2145,Casual Leave,2025-07-21,2025-07-22,2,Vacation,Pending,
353,1600,Unpaid Leave,2024-11-23,2024-11-30,8,Child Care,Approved,Baljiwan Pandit
354,1530,Casual Leave,2024-11-25,2024-11-25,1,Medical Treatment,Approved,Lajita Kumer
355,1413,Sick Leave,2024-03-29,2024-03-30,2,Religious Festival,Approved,Mugdha Patil
356,547,Annual Leave,2024-07-01,2024-07-06,6,Family Emergency,Approved,Nilima Pandey
357,2805,Emergency Leave,2025-08-24,2025-08-31,8,Family Emergency,Approved,Mitesh Khare
358,259,Paternity Leave,2025-03-06,2025-03-13,8,Marriage,Approved,Joshua Kapoor
359,180,Unpaid Leave,2024-05-25,2024-05-28,4,Religious Festival,Pending,
360,1271,Maternity Leave,2024-05-17,2024-05-23,7,Higher Education,Rejected,
361,1038,Annual Leave,2025-10-11,2025-10-14,4,Vacation,Approved,Amol Pingle
362,2686,Casual Leave,2024-03-27,2024-03-31,5,Religious Festival,Approved,Sanaya Chaudhuri
363,1790,Emergency Leave,2024-01-01,2024-01-08,8,Child Care,Pending,
364,1389,Sick Leave,2024-01-30,2024-02-06,8,Religious Festival,Approved,Nitesh Golla
365,2127,Casual Leave,2024-06-24,2024-06-25,2,Medical Treatment,Approved,Darsh Dixit
366,1764,Maternity Leave,2024-07-28,2024-07-30,3,Religious Festival,Approved,Mahika Ravel
367,421,Annual Leave,2025-11-30,2025-12-05,6,Personal Work,Approved,Devansh Yohannan
368,1827,Maternity Leave,2025-11-10,2025-11-16,7,Higher Education,Approved,Pratyush Tiwari
369,1440,Emergency Leave,2024-04-16,2024-04-16,1,Religious Festival,Approved,Ranveer Bhat
370,2519,Emergency Leave,2024-08-05,2024-08-09,5,Vacation,Approved,Max Batta
371,308,Paternity Leave,2024-05-13,2024-05-19,7,Family Emergency,Approved,Gautami Shan
372,128,Sick Leave,2024-11-30,2024-12-09,10,Higher Education,Approved,Ekantika Ghosh
373,143,Sick Leave,2024-12-29,2024-12-30,2,Religious Festival,Approved,Ekani Cherian
374,1484,Emergency Leave,2024-04-30,2024-05-09,10,Family Emergency,Approved,Vedika Mody
375,2782,Emergency Leave,2024-02-13,2024-02-18,6,Medical Treatment,Approved,Owen Rai
376,2351,Sick Leave,2024-11-25,2024-12-03,9,Religious Festival,Approved,Akshay Sodhi
377,2661,Casual Leave,2025-01-17,2025-01-20,4,Vacation,Rejected,
378,763,Emergency Leave,2024-12-04,2024-12-12,9,Medical Treatment,Approved,Hitesh Acharya
379,1073,Unpaid Leave,2024-01-03,2024-01-07,5,Marriage,Approved,Dipta Natarajan
380,2507,Casual Leave,2025-06-30,2025-07-07,8,Family Emergency,Approved,Adya Dugar
381,304,Emergency Leave,2024-08-18,2024-08-20,3,Higher Education,Pending,
382,360,Unpaid Leave,2024-11-04,2024-11-09,6,Medical Treatment,Approved,Faqid Sengupta
383,2253,Maternity Leave,2024-12-10,2024-12-14,5,Family Emergency,Pending,
384,2916,Paternity Leave,2024-04-05,2024-04-07,3,Marriage,Approved,Aryan Aggarwal
385,498,Sick Leave,2024-10-15,2024-10-17,3,Higher Education,Approved,Aryan Ratta
386,108,Casual Leave,2025-01-15,2025-01-23,9,Higher Education,Approved,Robert Kala
387,2260,Sick Leave,2024-01-25,2024-02-03,10,Medical Treatment,Pending,
388,1267,Emergency Leave,2024-09-05,2024-09-12,8,Child Care,Approved,Ekalinga Chahal
389,2355,Annual Leave,2025-01-18,2025-01-20,3,Medical Treatment,Rejected,
390,1844,Emergency Leave,2024-11-30,2024-12-08,9,Family Emergency,Approved,Ekansh Shankar
391,529,Emergency Leave,2024-10-06,2024-10-14,9,Vacation,Pending,
392,509,Maternity Leave,2024-10-07,2024-10-09,3,Family Emergency,Approved,Zaitra Raghavan
393,1322,Paternity Leave,2024-05-04,2024-05-07,4,Personal Work,Approved,Krishna Zachariah
394,324,Casual Leave,2025-10-24,2025-10-27,4,Personal Work,Approved,Falan Manne
395,513,Paternity Leave,2024-04-17,2024-04-21,5,Medical Treatment,Approved,Chandani Parmar
396,2059,Paternity Leave,2025-04-21,2025-04-23,3,Family Emergency,Approved,Vedika Venkataraman
397,702,Paternity Leave,2024-07-02,2024-07-11,10,Religious Festival,Approved,Gautami Pathak
398,2309,Annual Leave,2024-09-25,2024-09-25,1,Personal Work,Approved,Arjun Rau
399,2668,Sick Leave,2025-06-23,2025-07-02,10,Vacation,Approved,Divya Mallick
400,2040,Paternity Leave,2025-12-03,2025-12-11,9,Personal Work,Approved,Luke Ranganathan
401,1979,Sick Leave,2025-07-25,2025-07-31,7,Medical Treatment,Approved,Veer Palan
402,2821,Annual Leave,2025-01-04,2025-01-06,3,Higher Education,Approved,Simon Deol
403,1903,Sick Leave,2024-05-30,2024-06-04,6,Religious Festival,Approved,Samuel Palan
404,2943,Casual Leave,2024-06-24,2024-06-29,6,Family Emergency,Rejected,
405,1518,Maternity Leave,2025-04-14,2025-04-22,9,Marriage,Approved,Ranveer Varma
406,1911,Annual Leave,2025-07-16,2025-07-20,5,Family Emergency,Approved,Tripti Kunda
407,397,Annual Leave,2024-09-25,2024-09-29,5,Child Care,Pending,
408,1017,Unpaid Leave,2025-12-09,2025-12-11,3,Religious Festival,Approved,Wahab Dhaliwal
409,778,Unpaid Leave,2025-02-27,2025-03-01,3,Higher Education,Approved,Raksha Kant
410,2043,Casual Leave,2025-08-29,2025-09-05,8,Child Care,Approved,Ira Chaudry
411,2071,Emergency Leave,2025-08-03,2025-08-06,4,Religious Festival,Approved,Advaith Chadha
412,200,Annual Leave,2025-09-05,2025-09-09,5,Higher Education,Approved,Balveer Majumdar
413,1171,Maternity Leave,2025-12-09,2025-12-09,1,Child Care,Approved,Keya Mammen
414,549,Casual Leave,2024-05-23,2024-05-28,6,Religious Festival,Approved,Rajeshri Bath
415,186,Emergency Leave,2024-05-21,2024-05-21,1,Marriage,Approved,Yashvi Dash
416,1485,Maternity Leave,2024-09-22,2024-09-26,5,Higher Education,Approved,Shivansh Sarma
417,2253,Casual Leave,2024-10-18,2024-10-27,10,Medical Treatment,Approved,Ijaya Gala
418,528,Annual Leave,2025-01-23,2025-01-29,7,Religious Festival,Approved,Hritik Natarajan
419,2285,Casual Leave,2024-12-30,2025-01-01,3,Child Care,Approved,Veer Yogi
420,2049,Annual Leave,2024-09-27,2024-09-27,1,Religious Festival,Approved,Ojasvi Tata
421,1941,Maternity Leave,2025-02-05,2025-02-12,8,Family Emergency,Approved,Om Tella
422,1344,Maternity Leave,2025-08-26,2025-08-31,6,Personal Work,Approved,Bimala Soman
423,2432,Casual Leave,2025-10-02,2025-10-10,9,Higher Education,Approved,Dhriti Kakar
424,2903,Maternity Leave,2025-08-23,2025-08-27,5,Vacation,Approved,Balendra Nori
425,1509,Casual Leave,2025-05-29,2025-05-30,2,Personal Work,Rejected,
426,2971,Unpaid Leave,2024-09-03,2024-09-03,1,Personal Work,Approved,Dominic Pradhan
427,2686,Unpaid Leave,2024-06-19,2024-06-28,10,Vacation,Approved,Triya Mishra
428,2391,Emergency Leave,2025-11-03,2025-11-05,3,Child Care,Approved,Balvan Gaba
429,606,Unpaid Leave,2024-06-22,2024-06-25,4,Medical Treatment,Approved,Madhav Suresh
430,782,Annual Leave,2024-09-01,2024-09-08,8,Family Emergency,Approved,Meghana Din
431,1692,Paternity Leave,2024-12-12,2024-12-15,4,Higher Education,Approved,Udant Mand
432,2980,Annual Leave,2025-03-04,2025-03-06,3,Religious Festival,Approved,Charvi Banik
433,2713,Emergency Leave,2024-04-08,2024-04-16,9,Family Emergency,Approved,Bhavya Handa
434,1883,Maternity Leave,2025-12-05,2025-12-10,6,Personal Work,Approved,Daksh Bhandari
435,2499,Emergency Leave,2025-10-14,2025-10-17,4,Personal Work,Pending,
436,2286,Casual Leave,2024-03-19,2024-03-22,4,Personal Work,Pending,
437,1184,Paternity Leave,2025-07-24,2025-07-27,4,Higher Education,Approved,Jhalak Lata
438,1299,Emergency Leave,2025-05-21,2025-05-26,6,Personal Work,Approved,Omya Dash
439,1179,Annual Leave,2025-12-16,2025-12-25,10,Child Care,Approved,Aarnav Chhabra
440,1617,Unpaid Leave,2024-10-15,2024-10-20,6,Family Emergency,Pending,
441,1190,Annual Leave,2025-02-05,2025-02-09,5,Medical Treatment,Pending,
442,1419,Emergency Leave,2025-02-24,2025-02-28,5,Marriage,Approved,Vedhika Goel
443,828,Unpaid Leave,2025-10-31,2025-11-08,9,Personal Work,Approved,Ranbir Bahri
444,563,Annual Leave,2025-05-22,2025-05-31,10,Marriage,Approved,Varenya Majumdar
445,994,Annual Leave,2024-07-17,2024-07-25,9,Marriage,Approved,Chanakya Kalla
446,216,Annual Leave,2025-11-08,2025-11-14,7,Higher Education,Approved,Yug Seshadri
447,412,Paternity Leave,2025-06-09,2025-06-11,3,Family Emergency,Approved,Pratyush Parsa
448,1667,Paternity Leave,2024-01-24,2024-01-31,8,Marriage,Approved,Urmi Banik
449,1177,Casual Leave,2025-08-09,2025-08-13,5,Medical Treatment,Approved,Ansh Panchal
450,2672,Maternity Leave,2024-03-15,2024-03-18,4,Vacation,Approved,Odika Sawhney
451,718,Emergency Leave,2024-01-27,2024-01-29,3,Vacation,Pending,
452,1627,Unpaid Leave,2024-05-09,2024-05-16,8,Personal Work,Approved,Yutika Krish
453,154,Annual Leave,2024-09-07,2024-09-11,5,Medical Treatment,Approved,Daksh Batta
454,1373,Casual Leave,2025-11-28,2025-12-05,8,Higher Education,Rejected,
455,550,Unpaid Leave,2025-03-28,2025-04-05,9,Marriage,Approved,Sathvik Mahajan
456,462,Casual Leave,2024-07-22,2024-07-24,3,Personal Work,Approved,Chatresh Gala
457,2944,Sick Leave,2025-10-25,2025-10-25,1,Personal Work,Approved,Kavya Patla
458,2326,Paternity Leave,2025-09-19,2025-09-22,4,Child Care,Approved,Arunima Kara
459,1752,Maternity Leave,2025-03-22,2025-03-27,6,Medical Treatment,Approved,Anya Chana
460,757,Sick Leave,2025-02-28,2025-03-07,8,Marriage,Approved,Aadi Radhakrishnan
461,28,Casual Leave,2024-06-02,2024-06-08,7,Personal Work,Approved,Umang Andra
462,1351,Casual Leave,2024-10-11,2024-10-20,10,Vacation,Approved,Triveni Khosla
463,1072,Paternity Leave,2025-02-22,2025-02-27,6,Vacation,Approved,Shivansh Murthy
464,2736,Annual Leave,2024-04-04,2024-04-11,8,Child Care,Approved,Rachita Mistry
465,2811,Maternity Leave,2024-08-12,2024-08-16,5,Personal Work,Approved,Warinder Rastogi
466,1506,Maternity Leave,2025-07-17,2025-07-20,4,Family Emergency,Approved,Varenya Butala
467,1959,Sick Leave,2025-06-14,2025-06-21,8,Religious Festival,Approved,Samesh Kota
468,1704,Paternity Leave,2025-10-16,2025-10-24,9,Marriage,Pending,
469,1014,Paternity Leave,2025-07-20,2025-07-29,10,Medical Treatment,Approved,Udant Banik
470,2153,Emergency Leave,2025-04-23,2025-05-01,9,Medical Treatment,Approved,Xalak Chokshi
471,2311,Annual Leave,2025-07-20,2025-07-20,1,Marriage,Approved,Jackson Dara
472,2346,Maternity Leave,2024-10-30,2024-11-01,3,Higher Education,Approved,Nidhi Dar
473,477,Paternity Leave,2024-01-08,2024-01-11,4,Higher Education,Approved,Ucchal Kuruvilla
474,373,Maternity Leave,2025-05-29,2025-06-05,8,Higher Education,Approved,Maanas Shenoy
475,541,Maternity Leave,2024-05-25,2024-05-31,7,Vacation,Approved,Vedika Sankaran
476,2289,Emergency Leave,2025-07-24,2025-07-28,5,Child Care,Approved,Elijah Chawla
477,1043,Unpaid Leave,2025-09-19,2025-09-19,1,Medical Treatment,Approved,Ekansh Cheema
478,186,Emergency Leave,2025-07-17,2025-07-22,6,Vacation,Approved,Meera Walla
479,283,Emergency Leave,2024-03-06,2024-03-06,1,Family Emergency,Approved,Yauvani Seth
480,555,Unpaid Leave,2025-01-14,2025-01-20,7,Child Care,Approved,Mason Borra
481,1838,Unpaid Leave,2025-11-14,2025-11-20,7,Family Emergency,Approved,Ekiya Grewal
482,2677,Unpaid Leave,2025-03-16,2025-03-21,6,Child Care,Approved,Rohan Prashad
483,2167,Sick Leave,2024-05-12,2024-05-15,4,Vacation,Approved,Radha Swaminathan
484,1223,Emergency Leave,2024-10-05,2024-10-13,9,Child Care,Approved,Pranav Saran
485,941,Sick Leave,2024-02-12,2024-02-19,8,Personal Work,Approved,Fitan Taneja
486,773,Paternity Leave,2024-11-17,2024-11-18,2,Child Care,Approved,Kashish Tank
487,2519,Unpaid Leave,2024-06-17,2024-06-17,1,Medical Treatment,Approved,Ridhi Dave
488,414,Maternity Leave,2025-08-12,2025-08-12,1,Vacation,Approved,Amara Atwal
489,1003,Paternity Leave,2024-06-15,2024-06-15,1,Marriage,Approved,Urvashi Dani
490,2211,Sick Leave,2025-10-03,2025-10-03,1,Personal Work,Approved,Jairaj Palla
491,960,Unpaid Leave,2025-10-11,2025-10-20,10,Religious Festival,Approved,Dakshesh Wali
492,971,Casual Leave,2024-08-13,2024-08-15,3,Marriage,Rejected,
493,1694,Casual Leave,2024-09-14,2024-09-18,5,Family Emergency,Approved,Raghav Palla
494,2565,Paternity Leave,2025-10-20,2025-10-26,7,Vacation,Approved,Azad Kata
495,1411,Paternity Leave,2025-11-15,2025-11-21,7,Religious Festival,Approved,Maanav Deshmukh
496,2853,Emergency Leave,2024-10-14,2024-10-20,7,Child Care,Approved,Jagat Raman
497,754,Unpaid Leave,2025-09-08,2025-09-16,9,Marriage,Approved,Chasmum Bedi
498,1232,Unpaid Leave,2025-01-19,2025-01-21,3,Vacation,Approved,Yoshita Koshy
499,2304,Emergency Leave,2024-09-03,2024-09-09,7,Family Emergency,Approved,Jeremiah Mohan
500,1591,Sick Leave,2025-02-26,2025-03-02,5,Medical Treatment,Approved,Onveer Dalal
501,1843,Unpaid Leave,2024-03-27,2024-04-01,6,Marriage,Approved,Bhavika Balay
502,212,Casual Leave,2025-05-25,2025-05-31,7,Vacation,Approved,Yatan Jhaveri
503,299,Sick Leave,2024-10-05,2024-10-14,10,Marriage,Approved,Kai Batta
504,1964,Sick Leave,2024-11-22,2024-11-27,6,Vacation,Approved,Ishita Saha
505,868,Sick Leave,2024-04-08,2024-04-09,2,Higher Education,Approved,Madhav Biswas
506,994,Paternity Leave,2025-03-31,2025-04-09,10,Child Care,Approved,Krisha Sur
507,981,Maternity Leave,2025-10-21,2025-10-26,6,Child Care,Approved,Ikbal Chokshi
508,1910,Maternity Leave,2024-02-22,2024-02-27,6,Religious Festival,Approved,Jagat Vaidya
509,2101,Emergency Leave,2025-02-01,2025-02-08,8,Higher Education,Approved,Kiaan Lall
510,1312,Sick Leave,2025-03-16,2025-03-21,6,Vacation,Approved,Manbir Shan
511,2305,Unpaid Leave,2025-07-25,2025-07-28,4,Vacation,Approved,Raghav Sinha
512,1069,Maternity Leave,2024-11-12,2024-11-21,10,Child Care,Approved,Ekiya Kaul
513,1210,Sick Leave,2025-09-25,2025-09-28,4,Child Care,Approved,Girindra Nagar
514,2334,Unpaid Leave,2025-02-02,2025-02-05,4,Religious Festival,Approved,Jyoti Krishnamurthy
515,1055,Unpaid Leave,2024-07-25,2024-08-01,8,Higher Education,Rejected,
516,1888,Sick Leave,2025-03-28,2025-04-02,6,Higher Education,Approved,Shivani Nayak
517,754,Maternity Leave,2024-07-27,2024-07-27,1,Medical Treatment,Approved,Unni Kata
518,2738,Annual Leave,2024-06-26,2024-06-26,1,Marriage,Approved,Yashvi Samra
519,279,Paternity Leave,2025-01-14,2025-01-16,3,Higher Education,Approved,Chameli Sachdeva
520,1529,Annual Leave,2024-01-03,2024-01-12,10,Higher Education,Approved,David Sahota
521,2701,Emergency Leave,2025-07-25,2025-07-25,1,Child Care,Approved,Xalak Narayanan
522,49,Annual Leave,2025-06-02,2025-06-10,9,Personal Work,Approved,Yamini Date
523,71,Maternity Leave,2024-01-28,2024-02-03,7,Family Emergency,Approved,Samuel Grewal
524,439,Annual Leave,2024-10-22,2024-10-30,9,Marriage,Approved,Vidhi Dugal
525,2539,Maternity Leave,2024-11-23,2024-11-27,5,Personal Work,Approved,Advik Madan
526,1626,Annual Leave,2024-06-14,2024-06-19,6,Higher Education,Pending,
527,2315,Sick Leave,2024-11-09,2024-11-12,4,Medical Treatment,Approved,Rudra Badami
528,2678,Unpaid Leave,2024-04-26,2024-04-26,1,Child Care,Approved,Omya Nair
529,1545,Maternity Leave,2025-02-05,2025-02-12,8,Vacation,Approved,Amrita Doctor
530,2879,Sick Leave,2024-12-05,2024-12-06,2,Child Care,Approved,Aryan Brar
531,2642,Unpaid Leave,2025-04-17,2025-04-22,6,Medical Treatment,Approved,Maanav Madan
532,2164,Annual Leave,2025-07-02,2025-07-05,4,Higher Education,Approved,Jai Johal
533,1111,Annual Leave,2025-04-21,2025-04-22,2,Personal Work,Approved,Chatresh Hora
534,2225,Maternity Leave,2025-10-02,2025-10-02,1,Religious Festival,Approved,Vyanjana Zachariah
535,65,Sick Leave,2025-05-17,2025-05-26,10,Child Care,Approved,Ishita Koshy
536,316,Casual Leave,2025-05-29,2025-05-31,3,Child Care,Approved,William Bumb
537,2774,Maternity Leave,2025-04-16,2025-04-21,6,Family Emergency,Approved,Yachana Rajagopal
538,2824,Paternity Leave,2025-08-10,2025-08-11,2,Religious Festival,Approved,Amruta Ahuja
539,220,Annual Leave,2024-03-01,2024-03-07,7,Medical Treatment,Approved,Sachi Dara
540,1396,Maternity Leave,2024-07-30,2024-08-08,10,Child Care,Pending,
541,1337,Annual Leave,2025-07-25,2025-07-29,5,Higher Education,Approved,Saanvi Bansal
542,2010,Sick Leave,2024-07-24,2024-07-29,6,Child Care,Approved,Ikshita Kumar
543,1769,Sick Leave,2025-06-09,2025-06-18,10,Medical Treatment,Approved,Rudra Nigam
544,2534,Casual Leave,2024-11-12,2024-11-15,4,Medical Treatment,Approved,Nihal Panchal
545,1098,Sick Leave,2024-04-21,2024-04-27,7,Family Emergency,Approved,Laban Borah
546,1596,Casual Leave,2025-12-22,2025-12-27,6,Vacation,Approved,Ryan Agrawal
547,1263,Emergency Leave,2024-03-22,2024-03-27,6,Medical Treatment,Approved,Chaman Sampath
