promotion_id,employee_id,promotion_date,old_designation,new_designation,salary_increment_percent,promotion_reason
390,278,2025-01-23,Senior Analyst,Lead Analyst,24.21,Business Requirement
391,2080,2025-05-30,Senior Analyst,Team Lead,17.42,Role Expansion
392,2604,2024-11-09,Assistant Manager,Executive,14.58,Leadership Development
393,67,2025-12-14,Senior Executive,Senior Manager,14.07,Outstanding Performance
394,2692,2024-03-23,Senior Executive,Senior Manager,18.68,Business Requirement
395,1362,2025-01-09,Associate,Team Lead,10.27,Leadership Development
396,2633,2024-01-07,Senior Analyst,Lead Analyst,10.98,Role Expansion
397,2588,2024-04-06,Associate,Assistant Manager,11.1,Annual Promotion
398,1875,2025-08-14,Junior Executive,Senior Manager,8.63,Annual Promotion
399,818,2025-01-22,Junior Executive,Team Lead,23.06,Leadership Development
400,1632,2024-09-18,Senior Executive,Manager,24.82,Business Requirement
401,150,2025-06-16,Analyst,Lead Analyst,20.81,Annual Promotion
402,196,2025-04-20,Senior Executive,Lead Analyst,22.72,Leadership Development
403,1508,2025-03-16,Senior Executive,Executive,15.43,Role Expansion
404,1584,2024-08-05,Associate,Assistant Manager,13.76,Annual Promotion
405,2038,2024-03-05,Analyst,Senior Manager,14.24,Business Requirement
406,339,2025-06-09,Senior Executive,Team Lead,20.36,Outstanding Performance
407,740,2024-08-30,Analyst,Manager,17.27,Leadership Development
408,1344,2025-05-13,Junior Executive,Executive,19.24,Leadership Development
409,2940,2024-11-17,Analyst,Manager,15.24,Role Expansion
410,174,2024-09-18,Senior Executive,Assistant Manager,20.36,Leadership Development
411,1125,2025-04-27,Senior Analyst,Assistant Manager,18.87,Outstanding Performance
412,2612,2025-09-19,Junior Executive,Senior Manager,14.91,Business Requirement
413,2783,2024-11-21,Assistant Manager,Senior Manager,10.72,Outstanding Performance
414,2489,2025-11-21,Executive,Team Lead,19.53,Role Expansion
415,276,2024-09-23,Junior Executive,Senior Executive,12.01,Leadership Development
416,2324,2025-11-09,Senior Executive,Assistant Manager,8.55,Annual Promotion
417,1520,2024-09-29,Associate,Assistant Manager,14.32,Outstanding Performance
418,2169,2024-04-01,Senior Analyst,Senior Executive,14.24,Leadership Development
419,1023,2025-01-25,Associate,Lead Analyst,24.33,Outstanding Performance
420,2045,2024-10-08,Associate,Senior Executive,16.8,Business Requirement
421,1067,2025-07-25,Junior Executive,Lead Analyst,19.97,Annual Promotion
422,2843,2024-11-19,Senior Analyst,Lead Analyst,23.58,Role Expansion
423,304,2024-04-11,Executive,Senior Executive,15.68,Role Expansion
424,2794,2025-09-26,Junior Executive,Team Lead,24.45,Leadership Development
425,2907,2025-01-16,Associate,Lead Analyst,9.1,Business Requirement
426,646,2024-05-06,Senior Executive,Lead Analyst,20.1,Annual Promotion
427,2084,2024-11-14,Assistant Manager,Lead Analyst,11.81,Annual Promotion
428,970,2024-07-08,Assistant Manager,Senior Executive,21.44,Outstanding Performance
429,2345,2024-01-11,Senior Executive,Manager,14.27,Business Requirement
430,354,2025-07-06,Executive,Manager,9.12,Role Expansion
431,1961,2024-09-07,Associate,Senior Manager,16.94,Role Expansion
432,303,2024-03-22,Assistant Manager,Manager,10.13,Leadership Development
433,1844,2024-09-22,Associate,Executive,15.92,Business Requirement
434,2259,2024-04-23,Senior Executive,Team Lead,18.88,Annual Promotion
435,1773,2024-03-06,Assistant Manager,Senior Executive,16.55,Outstanding Performance
436,2123,2024-11-26,Assistant Manager,Executive,10.6,Annual Promotion
437,2906,2025-09-02,Executive,Lead Analyst,11.83,Business Requirement
438,324,2025-09-18,Senior Executive,Team Lead,12.26,Business Requirement
439,1241,2025-01-29,Senior Executive,Senior Manager,18.45,Outstanding Performance
440,691,2024-12-02,Senior Analyst,Senior Manager,18.06,Business Requirement
441,2699,2024-01-22,Executive,Senior Executive,18.62,Business Requirement
442,2309,2025-01-08,Senior Executive,Team Lead,8.7,Outstanding Performance
443,2628,2024-12-06,Junior Executive,Executive,21.11,Leadership Development
444,2344,2024-02-21,Associate,Senior Executive,15.08,Outstanding Performance
445,2235,2025-04-26,Analyst,Senior Manager,12.92,Leadership Development
446,2806,2024-06-28,Analyst,Senior Executive,14.9,Role Expansion
447,246,2024-07-13,Junior Executive,Senior Manager,10.69,Role Expansion
448,836,2024-12-07,Analyst,Assistant Manager,13.78,Annual Promotion
449,2943,2024-06-28,Senior Executive,Team Lead,13.43,Leadership Development
450,1518,2025-01-13,Analyst,Senior Executive,16.75,Outstanding Performance
451,502,2024-09-26,Senior Executive,Assistant Manager,12.55,Annual Promotion
452,1574,2025-07-29,Executive,Lead Analyst,22.69,Role Expansion
453,655,2025-08-18,Executive,Team Lead,21.83,Business Requirement
454,778,2025-08-21,Associate,Lead Analyst,20.97,Role Expansion
455,2043,2024-01-12,Senior Analyst,Assistant Manager,22.94,Role Expansion
456,1611,2024-04-12,Junior Executive,Executive,16.59,Annual Promotion
457,1446,2025-03-30,Executive,Manager,8.83,Leadership Development
458,2680,2025-08-02,Analyst,Manager,19.43,Leadership Development
459,441,2025-08-21,Senior Analyst,Executive,15.33,Leadership Development
460,1652,2025-04-15,Associate,Lead Analyst,14.22,Role Expansion
461,2302,2024-10-01,Junior Executive,Manager,11.31,Business Requirement
462,1583,2025-06-09,Senior Executive,Executive,16.57,Business Requirement
463,2553,2025-12-23,Senior Executive,Team Lead,19.57,Outstanding Performance
464,1529,2025-03-19,Executive,Assistant Manager,21.51,Leadership Development
465,591,2025-03-12,Senior Analyst,Lead Analyst,11.38,Business Requirement
466,165,2025-02-06,Analyst,Manager,8.77,Annual Promotion
467,1941,2024-07-24,Associate,Lead Analyst,16.83,Annual Promotion
468,573,2025-11-15,Senior Analyst,Manager,13.58,Business Requirement
469,2526,2024-04-07,Senior Executive,Assistant Manager,20.57,Leadership Development
470,2078,2024-11-09,Senior Analyst,Lead Analyst,22.08,Business Requirement
471,2306,2024-04-28,Analyst,Senior Manager,13.1,Outstanding Performance
472,2760,2025-08-06,Senior Executive,Lead Analyst,9.86,Role Expansion
473,2971,2025-03-30,Senior Analyst,Lead Analyst,22.83,Outstanding Performance
474,1088,2025-07-30,Senior Analyst,Assistant Manager,24.44,Business Requirement
475,2955,2025-03-11,Senior Analyst,Senior Executive,8.87,Role Expansion
476,2577,2025-05-18,Executive,Manager,20.26,Role Expansion
477,2789,2024-12-04,Executive,Team Lead,12.12,Business Requirement
478,782,2025-09-10,Associate,Executive,8.32,Leadership Development
479,1692,2024-03-14,Analyst,Senior Executive,19.74,Role Expansion
480,2505,2024-01-30,Senior Analyst,Team Lead,23.65,Outstanding Performance
481,2125,2024-06-24,Associate,Senior Executive,11.52,Leadership Development
482,2153,2024-07-20,Associate,Assistant Manager,14.41,Annual Promotion
483,1403,2025-11-10,Analyst,Manager,17.29,Leadership Development
484,788,2024-10-30,Senior Analyst,Assistant Manager,24.27,Leadership Development
485,922,2025-10-13,Senior Analyst,Lead Analyst,24.01,Leadership Development
486,2888,2024-02-23,Assistant Manager,Lead Analyst,11.52,Role Expansion
487,1429,2024-10-23,Senior Executive,Assistant Manager,17.53,Leadership Development
488,2349,2025-12-22,Senior Executive,Executive,19.5,Role Expansion
489,1414,2024-06-22,Analyst,Team Lead,24.23,Annual Promotion
490,1179,2025-02-06,Senior Executive,Executive,24.24,Outstanding Performance
491,2687,2024-06-03,Senior Executive,Assistant Manager,12.36,Role Expansion
492,2207,2024-07-28,Executive,Senior Executive,12.61,Business Requirement
493,563,2025-12-01,Associate,Lead Analyst,9.86,Business Requirement
494,208,2024-09-18,Executive,Senior Executive,19.39,Business Requirement
495,954,2025-03-09,Executive,Senior Manager,8.89,Role Expansion
496,1935,2024-08-14,Senior Executive,Senior Manager,9.71,Annual Promotion
497,647,2025-03-08,Junior Executive,Manager,14.92,Role Expansion
498,817,2024-12-27,Analyst,Senior Manager,20.85,Leadership Development
499,2646,2024-08-14,Senior Executive,Lead Analyst,9.01,Outstanding Performance
500,952,2025-03-03,Associate,Manager,17.1,Outstanding Performance
501,721,2025-07-01,Executive,Assistant Manager,23.88,Outstanding Performance
502,2030,2025-02-24,Assistant Manager,Team Lead,11.17,Leadership Development
503,1223,2025-09-09,Junior Executive,Executive,17.66,Outstanding Performance
504,1862,2025-09-06,Senior Executive,Lead Analyst,24.81,Business Requirement
505,550,2025-07-10,Senior Analyst,Assistant Manager,22.47,Role Expansion
506,462,2024-11-20,Senior Executive,Team Lead,13.62,Role Expansion
507,2944,2025-06-07,Associate,Lead Analyst,11.17,Leadership Development
508,2326,2024-07-07,Assistant Manager,Lead Analyst,19.46,Annual Promotion
509,2617,2024-02-19,Executive,Manager,23.25,Role Expansion
510,356,2025-12-18,Senior Analyst,Lead Analyst,14.81,Outstanding Performance
511,1956,2024-11-23,Executive,Senior Executive,13.5,Annual Promotion
512,1572,2024-09-14,Junior Executive,Lead Analyst,12.0,Leadership Development
513,2386,2025-01-07,Senior Executive,Lead Analyst,20.29,Outstanding Performance
514,1473,2025-09-24,Senior Executive,Senior Manager,19.78,Outstanding Performance
515,1907,2024-02-08,Associate,Executive,13.22,Role Expansion
516,2882,2025-09-17,Associate,Manager,21.09,Outstanding Performance
517,1506,2025-01-13,Associate,Lead Analyst,18.45,Annual Promotion
518,628,2024-06-02,Executive,Assistant Manager,15.73,Business Requirement
519,2876,2025-06-29,Senior Executive,Assistant Manager,17.34,Role Expansion
520,2721,2024-06-28,Assistant Manager,Manager,22.04,Annual Promotion
521,2441,2024-04-23,Associate,Team Lead,22.84,Outstanding Performance
522,2164,2025-03-18,Senior Analyst,Assistant Manager,19.96,Outstanding Performance
523,253,2024-12-18,Senior Analyst,Executive,22.09,Business Requirement
524,2199,2024-04-11,Executive,Manager,10.55,Leadership Development
525,1810,2025-04-14,Assistant Manager,Manager,9.98,Annual Promotion
526,2003,2025-04-08,Associate,Manager,9.55,Business Requirement
527,228,2025-04-18,Analyst,Team Lead,15.71,Business Requirement
528,2310,2025-08-07,Analyst,Assistant Manager,8.98,Role Expansion
529,1263,2024-04-24,Associate,Team Lead,20.3,Role Expansion
530,13,2024-07-22,Senior Executive,Team Lead,20.68,Business Requirement
531,1736,2025-07-01,Junior Executive,Executive,13.86,Outstanding Performance
532,283,2025-01-19,Senior Analyst,Executive,24.76,Role Expansion
533,1675,2024-06-17,Junior Executive,Lead Analyst,11.06,Annual Promotion
534,2988,2025-10-18,Assistant Manager,Senior Manager,18.98,Role Expansion
535,1838,2025-05-09,Senior Executive,Assistant Manager,22.78,Role Expansion
536,2797,2025-03-23,Analyst,Executive,24.39,Business Requirement
537,1425,2024-02-07,Executive,Senior Manager,10.02,Business Requirement
538,522,2025-09-06,Analyst,Manager,20.37,Annual Promotion
539,94,2025-08-05,Assistant Manager,Executive,24.63,Role Expansion
540,2231,2024-08-06,Associate,Senior Manager,15.21,Role Expansion
541,1014,2024-09-10,Assistant Manager,Senior Executive,15.83,Annual Promotion
542,463,2024-10-11,Senior Executive,Senior Manager,8.55,Role Expansion
543,65,2024-09-30,Senior Analyst,Team Lead,12.09,Outstanding Performance
544,138,2024-01-25,Junior Executive,Manager,15.59,Outstanding Performance
545,182,2025-03-04,Executive,Senior Manager,14.84,Annual Promotion
546,232,2025-05-16,Senior Analyst,Senior Executive,10.38,Leadership Development
547,2997,2024-11-17,Executive,Team Lead,17.79,Business Requirement
548,2755,2024-04-30,Senior Analyst,Team Lead,21.91,Annual Promotion
549,2136,2025-06-24,Senior Executive,Senior Manager,11.76,Leadership Development
550,2281,2024-12-25,Senior Executive,Executive,24.12,Annual Promotion
551,1750,2024-11-08,Associate,Senior Manager,17.45,Outstanding Performance
552,2750,2024-02-24,Senior Executive,Senior Manager,14.48,Business Requirement
553,1706,2025-09-13,Senior Executive,Senior Manager,14.94,Leadership Development
554,2204,2025-07-29,Analyst,Senior Executive,16.05,Annual Promotion
555,2899,2025-02-27,Senior Executive,Team Lead,10.45,Role Expansion
556,1691,2024-01-19,Junior Executive,Manager,24.45,Business Requirement
557,1591,2024-10-22,Senior Analyst,Senior Executive,12.13,Annual Promotion
558,324,2024-02-27,Senior Executive,Senior Manager,23.68,Leadership Development
559,2968,2024-02-16,Junior Executive,Manager,22.1,Outstanding Performance
560,2760,2025-04-29,Senior Executive,Assistant Manager,18.28,Outstanding Performance
561,771,2025-10-14,Assistant Manager,Executive,21.68,Business Requirement
562,2290,2025-10-30,Associate,Senior Manager,11.69,Annual Promotion
563,1242,2025-08-05,Assistant Manager,Lead Analyst,24.27,Outstanding Performance
564,481,2024-08-11,Executive,Senior Executive,20.7,Role Expansion
565,2476,2024-04-23,Executive,Senior Manager,19.96,Role Expansion
566,1318,2025-11-26,Executive,Manager,21.18,Role Expansion
567,2658,2024-06-22,Analyst,Manager,14.11,Leadership Development
568,2037,2024-02-09,Senior Executive,Manager,15.92,Role Expansion
569,1312,2025-03-11,Assistant Manager,Team Lead,23.54,Leadership Development
570,188,2024-12-10,Senior Executive,Assistant Manager,17.56,Annual Promotion
571,67,2024-06-14,Associate,Senior Executive,12.43,Business Requirement
572,1711,2025-01-25,Senior Analyst,Senior Manager,13.02,Annual Promotion
573,2334,2024-01-17,Senior Executive,Assistant Manager,22.17,Role Expansion
574,2806,2025-06-08,Senior Analyst,Senior Manager,13.74,Role Expansion
575,2010,2024-03-29,Associate,Senior Manager,15.83,Leadership Development
576,2951,2025-09-10,Executive,Senior Executive,17.29,Annual Promotion
577,241,2024-02-19,Senior Analyst,Senior Manager,16.91,Outstanding Performance
578,199,2024-02-11,Assistant Manager,Senior Manager,20.99,Role Expansion
579,2584,2025-07-17,Executive,Team Lead,11.93,Annual Promotion
580,2072,2025-11-16,Junior Executive,Senior Executive,15.75,Outstanding Performance
581,2732,2024-12-19,Senior Analyst,Senior Manager,23.88,Role Expansion
582,65,2025-07-31,Associate,Assistant Manager,8.11,Business Requirement
583,69,2024-08-18,Analyst,Executive,17.0,Leadership Development
584,71,2025-11-06,Senior Analyst,Lead Analyst,16.54,Role Expansion
585,439,2025-01-02,Assistant Manager,Senior Executive,23.61,Business Requirement
586,787,2025-06-27,Executive,Senior Executive,18.54,Leadership Development
587,1095,2024-05-05,Assistant Manager,Lead Analyst,21.51,Outstanding Performance
588,1881,2025-06-01,Senior Executive,Assistant Manager,17.61,Annual Promotion
589,331,2024-10-16,Senior Executive,Senior Manager,19.11,Outstanding Performance
590,1554,2025-02-20,Junior Executive,Assistant Manager,14.41,Role Expansion
591,39,2024-01-13,Junior Executive,Senior Manager,19.95,Outstanding Performance
592,1778,2024-02-12,Analyst,Team Lead,18.96,Leadership Development
593,391,2024-06-23,Senior Analyst,Team Lead,23.21,Outstanding Performance
594,2836,2025-01-16,Executive,Senior Executive,23.09,Role Expansion
595,305,2024-12-22,Senior Executive,Executive,19.64,Leadership Development
596,2696,2024-12-26,Senior Analyst,Manager,8.56,Leadership Development
597,2405,2025-03-09,Junior Executive,Senior Executive,10.45,Role Expansion
598,666,2025-10-13,Junior Executive,Lead Analyst,17.59,Business Requirement
599,1594,2024-07-18,Assistant Manager,Team Lead,19.51,Business Requirement
600,574,2025-05-19,Senior Executive,Assistant Manager,21.44,Outstanding Performance
601,1417,2025-07-23,Senior Analyst,Senior Manager,8.91,Role Expansion
602,312,2024-11-16,Executive,Team Lead,13.79,Business Requirement
603,1337,2025-10-26,Senior Analyst,Assistant Manager,8.5,Leadership Development
604,1458,2025-04-05,Assistant Manager,Senior Executive,17.4,Role Expansion
605,2785,2024-11-22,Analyst,Senior Executive,17.96,Role Expansion
606,2534,2024-04-27,Junior Executive,Team Lead,13.02,Annual Promotion
607,337,2025-01-15,Associate,Executive,12.56,Role Expansion
608,2597,2024-07-24,Associate,Team Lead,10.62,Role Expansion
609,437,2025-07-24,Senior Executive,Lead Analyst,9.56,Leadership Development
610,1105,2025-03-11,Analyst,Lead Analyst,9.74,Outstanding Performance
611,1839,2025-04-28,Executive,Assistant Manager,17.47,Business Requirement
612,108,2024-12-20,Analyst,Executive,9.52,Business Requirement
613,2450,2025-06-12,Junior Executive,Manager,21.34,Role Expansion
614,1695,2024-09-25,Junior Executive,Lead Analyst,14.59,Outstanding Performance
615,995,2025-04-02,Associate,Manager,17.72,Annual Promotion
616,695,2025-05-27,Associate,Assistant Manager,10.36,Leadership Development
617,598,2024-10-31,Senior Executive,Assistant Manager,9.08,Role Expansion
618,1228,2025-02-14,Senior Executive,Assistant Manager,16.23,Outstanding Performance
619,1011,2024-04-13,Senior Executive,Lead Analyst,20.26,Role Expansion
620,801,2025-06-16,Senior Analyst,Manager,15.78,Annual Promotion
621,1621,2025-10-28,Senior Executive,Executive,13.65,Business Requirement
622,1350,2024-08-12,Analyst,Team Lead,15.48,Role Expansion
623,2667,2024-02-21,Assistant Manager,Team Lead,24.56,Annual Promotion
624,2471,2024-09-24,Senior Executive,Lead Analyst,24.1,Annual Promotion
625,728,2025-03-15,Analyst,Lead Analyst,24.4,Leadership Development
626,2847,2024-03-13,Senior Executive,Senior Manager,18.76,Business Requirement
627,1335,2024-08-30,Assistant Manager,Senior Executive,14.39,Role Expansion
628,2310,2024-09-09,Senior Executive,Executive,11.4,Business Requirement
