review_id,employee_id,review_date,review_period,performance_rating,performance_category,goals_completed,manager_feedback,promotion_recommended
315,1190,2024-01-02,Q1,2.1,Poor,8,Demonstrates strong problem-solving skills.,No
316,1963,2025-08-28,Q3,2.6,Needs Improvement,7,Reliable and dependable employee.,Yes
317,2522,2024-08-05,Q2,4.2,Exceeds Expectations,6,Excellent leadership and teamwork.,Yes
318,2614,2025-07-13,Q1,2.7,Needs Improvement,9,Needs improvement in productivity.,No
319,412,2025-04-05,Q2,4.0,Exceeds Expectations,3,Reliable and dependable employee.,No
320,2675,2025-04-21,Q4,4.8,Outstanding,10,Good communication and collaboration.,No
321,1316,2025-07-26,Q1,2.9,Needs Improvement,4,Good communication and collaboration.,Yes
322,718,2025-12-09,Q2,3.3,Meets Expectations,3,Requires additional coaching.,No
323,764,2024-02-06,Q3,4.8,Outstanding,3,Excellent leadership and teamwork.,No
324,2327,2025-09-10,Q3,3.8,Meets Expectations,7,Demonstrates strong problem-solving skills.,No
325,550,2024-10-11,Q4,4.6,Outstanding,7,Good communication and collaboration.,Yes
326,1355,2024-04-22,Q4,2.5,Needs Improvement,7,Reliable and dependable employee.,Yes
327,1381,2024-10-04,Q2,4.4,Exceeds Expectations,5,Requires additional coaching.,No
328,2111,2024-04-16,Q4,3.0,Meets Expectations,4,Reliable and dependable employee.,Yes
329,1956,2025-02-16,Q2,3.0,Meets Expectations,3,Strong technical skills.,No
330,965,2024-04-09,Q3,3.3,Meets Expectations,8,Strong technical skills.,Yes
331,1072,2025-05-03,Q2,4.0,Exceeds Expectations,3,Consistently exceeds expectations.,No
332,1257,2024-08-17,Q3,2.5,Needs Improvement,4,Strong technical skills.,No
333,2518,2025-08-29,Q2,2.7,Needs Improvement,10,Reliable and dependable employee.,No
334,2482,2025-04-22,Q4,3.1,Meets Expectations,6,Good communication and collaboration.,Yes
335,2153,2024-02-06,Q3,3.3,Meets Expectations,4,Consistently exceeds expectations.,Yes
336,2244,2025-11-11,Q2,4.7,Outstanding,5,Reliable and dependable employee.,No
337,2132,2025-07-04,Q2,3.3,Meets Expectations,10,Consistently exceeds expectations.,No
338,228,2025-05-10,Q4,3.4,Meets Expectations,10,Excellent leadership and teamwork.,No
339,2756,2024-11-23,Q1,4.4,Exceeds Expectations,9,Strong technical skills.,Yes
340,893,2025-09-18,Q1,3.7,Meets Expectations,9,Needs improvement in productivity.,Yes
341,2217,2024-04-05,Q1,5.0,Outstanding,10,Excellent leadership and teamwork.,No
342,1675,2024-08-09,Q2,2.5,Needs Improvement,9,Needs improvement in productivity.,No
343,1838,2024-09-06,Q4,4.6,Outstanding,9,Consistently exceeds expectations.,Yes
344,2677,2024-12-10,Q1,4.6,Outstanding,5,Requires additional coaching.,Yes
345,2982,2025-01-07,Q1,4.9,Outstanding,3,Strong technical skills.,No
346,2759,2024-09-04,Q4,4.2,Exceeds Expectations,9,Good communication and collaboration.,Yes
347,1887,2024-07-17,Q3,3.0,Meets Expectations,6,Consistently exceeds expectations.,Yes
348,2705,2025-06-14,Q1,3.3,Meets Expectations,6,Good communication and collaboration.,Yes
349,414,2024-04-18,Q4,3.8,Meets Expectations,3,Good communication and collaboration.,Yes
350,1648,2024-11-17,Q2,3.3,Meets Expectations,3,Reliable and dependable employee.,No
351,960,2025-06-10,Q3,4.4,Exceeds Expectations,8,Good communication and collaboration.,No
352,587,2025-03-07,Q2,5.0,Outstanding,9,Strong technical skills.,No
353,250,2024-04-26,Q2,3.7,Meets Expectations,9,Demonstrates strong problem-solving skills.,Yes
354,1411,2024-06-23,Q4,4.8,Outstanding,8,Requires additional coaching.,No
355,612,2024-01-01,Q2,2.9,Needs Improvement,10,Good communication and collaboration.,Yes
356,1232,2025-02-11,Q2,4.6,Outstanding,10,Excellent leadership and teamwork.,No
357,1707,2025-04-16,Q2,3.7,Meets Expectations,9,Good communication and collaboration.,No
358,833,2025-01-18,Q1,3.0,Meets Expectations,10,Needs improvement in productivity.,Yes
359,2194,2025-09-19,Q2,4.2,Exceeds Expectations,3,Strong technical skills.,No
360,2760,2024-11-10,Q1,3.8,Meets Expectations,4,Good communication and collaboration.,Yes
361,1964,2024-02-15,Q3,2.6,Needs Improvement,7,Excellent leadership and teamwork.,Yes
362,779,2025-09-05,Q1,4.9,Outstanding,10,Good communication and collaboration.,Yes
363,1625,2024-05-24,Q3,4.7,Outstanding,7,Requires additional coaching.,No
364,2186,2025-11-05,Q3,3.9,Meets Expectations,7,Needs improvement in productivity.,No
365,1909,2025-11-12,Q4,2.3,Poor,8,Good communication and collaboration.,No
366,1282,2025-03-17,Q2,3.2,Meets Expectations,5,Excellent leadership and teamwork.,No
367,2267,2024-08-11,Q4,4.8,Outstanding,7,Reliable and dependable employee.,Yes
368,1352,2025-01-31,Q2,2.7,Needs Improvement,10,Needs improvement in productivity.,No
369,2002,2024-12-13,Q4,4.9,Outstanding,10,Reliable and dependable employee.,No
370,694,2025-07-14,Q4,2.4,Poor,5,Excellent leadership and teamwork.,Yes
371,305,2024-06-05,Q1,4.8,Outstanding,3,Requires additional coaching.,Yes
372,2584,2024-08-22,Q2,2.7,Needs Improvement,3,Good communication and collaboration.,No
373,1529,2024-06-19,Q4,2.2,Poor,10,Excellent leadership and teamwork.,Yes
374,2180,2025-07-11,Q1,3.7,Meets Expectations,3,Strong technical skills.,No
375,71,2025-09-20,Q4,3.5,Meets Expectations,5,Consistently exceeds expectations.,Yes
376,2148,2024-12-01,Q2,2.4,Poor,7,Needs improvement in productivity.,No
377,1626,2025-04-13,Q4,2.2,Poor,10,Good communication and collaboration.,Yes
378,1229,2024-11-01,Q1,4.1,Exceeds Expectations,3,Consistently exceeds expectations.,No
379,1554,2025-09-17,Q4,3.1,Meets Expectations,3,Excellent leadership and teamwork.,Yes
380,339,2024-12-13,Q4,3.5,Meets Expectations,8,Consistently exceeds expectations.,Yes
381,942,2024-11-03,Q4,2.6,Needs Improvement,7,Excellent leadership and teamwork.,Yes
382,2804,2025-05-16,Q1,4.8,Outstanding,5,Needs improvement in productivity.,Yes
383,849,2024-10-25,Q4,3.8,Meets Expectations,4,Strong technical skills.,Yes
384,2310,2024-09-17,Q4,2.7,Needs Improvement,8,Requires additional coaching.,Yes
385,2824,2025-07-08,Q3,4.2,Exceeds Expectations,3,Consistently exceeds expectations.,No
386,951,2025-01-10,Q3,4.5,Outstanding,9,Needs improvement in productivity.,Yes
387,2598,2024-04-24,Q4,2.8,Needs Improvement,10,Good communication and collaboration.,No
388,2266,2025-12-01,Q4,4.8,Outstanding,5,Requires additional coaching.,Yes
389,2534,2025-06-04,Q2,2.9,Needs Improvement,4,Consistently exceeds expectations.,No
390,632,2025-05-21,Q2,3.1,Meets Expectations,9,Needs improvement in productivity.,No
391,437,2024-11-08,Q3,2.3,Poor,10,Needs improvement in productivity.,No
392,419,2024-06-20,Q2,2.4,Poor,9,Demonstrates strong problem-solving skills.,No
393,424,2025-12-26,Q3,2.1,Poor,4,Needs improvement in productivity.,No
394,51,2024-02-14,Q4,2.9,Needs Improvement,4,Good communication and collaboration.,Yes
395,2808,2025-05-02,Q2,3.1,Meets Expectations,7,Strong technical skills.,No
396,2020,2024-09-17,Q2,2.4,Poor,9,Strong technical skills.,No
397,1228,2024-04-08,Q1,3.5,Meets Expectations,8,Strong technical skills.,Yes
398,2953,2024-11-29,Q2,3.9,Meets Expectations,10,Consistently exceeds expectations.,Yes
399,1248,2024-04-20,Q4,2.0,Poor,8,Requires additional coaching.,No
400,1804,2025-07-18,Q2,3.0,Meets Expectations,7,Needs improvement in productivity.,Yes
401,1963,2025-12-03,Q4,2.9,Needs Improvement,8,Strong technical skills.,No
402,2359,2025-02-06,Q3,4.3,Exceeds Expectations,9,Strong technical skills.,No
403,1496,2025-04-19,Q2,2.3,Poor,5,Excellent leadership and teamwork.,No
404,2902,2024-09-21,Q3,2.6,Needs Improvement,4,Requires additional coaching.,No
405,571,2024-03-17,Q2,3.9,Meets Expectations,7,Reliable and dependable employee.,No
406,1545,2024-07-03,Q4,2.2,Poor,9,Requires additional coaching.,Yes
407,1473,2025-08-23,Q1,4.1,Exceeds Expectations,4,Good communication and collaboration.,No
408,682,2024-04-30,Q1,3.9,Meets Expectations,9,Needs improvement in productivity.,No
409,434,2024-12-23,Q3,2.0,Poor,6,Good communication and collaboration.,No
410,1533,2025-02-23,Q2,3.2,Meets Expectations,8,Excellent leadership and teamwork.,No
411,429,2024-10-13,Q1,2.9,Needs Improvement,4,Reliable and dependable employee.,No
412,1278,2024-06-03,Q2,3.0,Meets Expectations,10,Needs improvement in productivity.,No
413,400,2025-09-01,Q4,3.3,Meets Expectations,8,Consistently exceeds expectations.,No
414,184,2025-12-02,Q1,4.4,Exceeds Expectations,3,Needs improvement in productivity.,Yes
415,2774,2024-11-29,Q2,4.4,Exceeds Expectations,5,Reliable and dependable employee.,No
416,2294,2024-02-07,Q4,3.3,Meets Expectations,6,Requires additional coaching.,Yes
417,764,2025-09-05,Q4,3.9,Meets Expectations,9,Excellent leadership and teamwork.,Yes
418,1842,2025-05-10,Q4,3.8,Meets Expectations,3,Good communication and collaboration.,Yes
419,1141,2024-12-12,Q1,4.3,Exceeds Expectations,4,Reliable and dependable employee.,No
420,1336,2024-08-22,Q1,2.6,Needs Improvement,7,Demonstrates strong problem-solving skills.,No
421,2446,2025-10-30,Q4,3.2,Meets Expectations,4,Needs improvement in productivity.,No
422,1876,2025-06-04,Q3,3.9,Meets Expectations,4,Reliable and dependable employee.,No
423,483,2025-02-16,Q1,2.7,Needs Improvement,5,Needs improvement in productivity.,Yes
424,2093,2024-02-09,Q2,3.2,Meets Expectations,9,Requires additional coaching.,Yes
425,1994,2024-10-26,Q2,3.9,Meets Expectations,5,Demonstrates strong problem-solving skills.,No
426,575,2024-05-15,Q4,2.6,Needs Improvement,3,Needs improvement in productivity.,Yes
427,1985,2025-01-05,Q4,2.4,Poor,10,Requires additional coaching.,No
428,1703,2024-08-24,Q4,4.1,Exceeds Expectations,10,Reliable and dependable employee.,Yes
429,2316,2024-01-22,Q2,2.1,Poor,7,Excellent leadership and teamwork.,No
430,921,2024-04-05,Q2,3.6,Meets Expectations,10,Demonstrates strong problem-solving skills.,Yes
431,2346,2025-10-27,Q3,2.3,Poor,3,Demonstrates strong problem-solving skills.,Yes
432,1742,2025-10-08,Q2,2.3,Poor,7,Excellent leadership and teamwork.,No
433,1077,2024-04-17,Q1,3.0,Meets Expectations,10,Consistently exceeds expectations.,Yes
434,860,2024-08-08,Q3,4.4,Exceeds Expectations,9,Reliable and dependable employee.,Yes
435,847,2025-12-19,Q1,4.4,Exceeds Expectations,8,Strong technical skills.,Yes
436,1326,2025-09-04,Q3,4.9,Outstanding,7,Strong technical skills.,Yes
437,556,2024-03-06,Q4,4.9,Outstanding,3,Strong technical skills.,Yes
438,2874,2025-06-02,Q2,4.6,Outstanding,5,Needs improvement in productivity.,Yes
439,2770,2024-02-29,Q2,3.2,Meets Expectations,7,Requires additional coaching.,No
440,1852,2025-06-30,Q1,2.2,Poor,9,Strong technical skills.,No
441,1863,2025-04-19,Q3,4.9,Outstanding,3,Consistently exceeds expectations.,No
442,2601,2025-03-11,Q3,4.0,Exceeds Expectations,4,Requires additional coaching.,Yes
443,1760,2025-02-11,Q4,4.5,Outstanding,7,Needs improvement in productivity.,No
444,1384,2025-05-16,Q2,3.6,Meets Expectations,10,Needs improvement in productivity.,Yes
445,189,2025-06-09,Q4,2.3,Poor,3,Consistently exceeds expectations.,Yes
446,1808,2025-11-19,Q4,3.4,Meets Expectations,6,Reliable and dependable employee.,No
447,652,2025-12-03,Q3,4.6,Outstanding,4,Needs improvement in productivity.,No
448,338,2024-09-04,Q2,3.1,Meets Expectations,3,Requires additional coaching.,No
449,2974,2025-10-29,Q2,4.1,Exceeds Expectations,9,Consistently exceeds expectations.,Yes
450,5,2025-11-05,Q1,2.6,Needs Improvement,5,Good communication and collaboration.,No
451,39,2025-03-08,Q3,2.0,Poor,4,Requires additional coaching.,Yes
452,1957,2025-11-27,Q4,2.2,Poor,4,Consistently exceeds expectations.,Yes
453,1284,2024-01-02,Q3,3.1,Meets Expectations,5,Requires additional coaching.,Yes
454,2628,2024-01-10,Q2,5.0,Outstanding,4,Excellent leadership and teamwork.,Yes
455,1803,2024-12-24,Q2,3.1,Meets Expectations,5,Requires additional coaching.,No
456,890,2024-01-17,Q1,2.3,Poor,5,Consistently exceeds expectations.,No
457,1440,2025-09-16,Q3,4.9,Outstanding,5,Good communication and collaboration.,No
458,2641,2024-05-21,Q3,2.3,Poor,3,Strong technical skills.,Yes
459,2121,2024-06-03,Q2,3.8,Meets Expectations,9,Strong technical skills.,Yes
460,981,2024-12-10,Q1,3.5,Meets Expectations,6,Demonstrates strong problem-solving skills.,Yes
461,2164,2025-04-12,Q1,4.7,Outstanding,8,Needs improvement in productivity.,Yes
462,1585,2025-11-29,Q4,4.6,Outstanding,8,Reliable and dependable employee.,No
463,299,2024-11-18,Q1,2.1,Poor,3,Strong technical skills.,Yes
464,164,2024-02-24,Q4,4.8,Outstanding,7,Requires additional coaching.,No
465,2875,2024-03-09,Q2,3.2,Meets Expectations,7,Consistently exceeds expectations.,No
466,324,2024-01-23,Q2,3.5,Meets Expectations,5,Needs improvement in productivity.,No
467,2403,2024-03-20,Q1,3.9,Meets Expectations,7,Requires additional coaching.,Yes
468,238,2024-01-17,Q4,2.7,Needs Improvement,4,Demonstrates strong problem-solving skills.,Yes
469,1267,2025-06-13,Q2,4.0,Exceeds Expectations,4,Excellent leadership and teamwork.,Yes
470,2874,2025-10-08,Q4,2.0,Poor,8,Strong technical skills.,Yes
471,1524,2024-12-10,Q3,2.4,Poor,4,Excellent leadership and teamwork.,No
472,1759,2025-04-03,Q1,2.8,Needs Improvement,7,Consistently exceeds expectations.,No
473,1865,2025-09-24,Q1,3.5,Meets Expectations,10,Reliable and dependable employee.,No
474,645,2025-09-23,Q1,2.8,Needs Improvement,4,Good communication and collaboration.,Yes
475,181,2024-10-22,Q1,4.6,Outstanding,6,Excellent leadership and teamwork.,No
476,1491,2024-07-05,Q2,3.1,Meets Expectations,5,Excellent leadership and teamwork.,No
477,920,2024-01-09,Q4,3.0,Meets Expectations,8,Strong technical skills.,Yes
478,2342,2025-08-22,Q1,3.1,Meets Expectations,5,Good communication and collaboration.,Yes
479,1643,2025-06-01,Q4,2.2,Poor,7,Strong technical skills.,No
480,354,2025-01-24,Q1,3.7,Meets Expectations,8,Good communication and collaboration.,No
481,2310,2024-02-23,Q2,4.4,Exceeds Expectations,10,Needs improvement in productivity.,No
482,801,2025-11-27,Q2,4.2,Exceeds Expectations,5,Excellent leadership and teamwork.,No
483,98,2025-08-02,Q3,2.7,Needs Improvement,3,Needs improvement in productivity.,Yes
484,2693,2025-04-09,Q3,3.1,Meets Expectations,4,Good communication and collaboration.,Yes
485,1720,2025-08-27,Q1,3.5,Meets Expectations,5,Strong technical skills.,Yes
486,180,2025-07-06,Q4,4.8,Outstanding,8,Demonstrates strong problem-solving skills.,Yes
487,2379,2025-02-18,Q2,2.3,Poor,9,Consistently exceeds expectations.,Yes
488,1782,2025-05-18,Q2,4.0,Exceeds Expectations,6,Strong technical skills.,No
489,1291,2024-07-24,Q4,4.8,Outstanding,8,Needs improvement in productivity.,No
490,1114,2024-03-14,Q2,2.7,Needs Improvement,5,Consistently exceeds expectations.,Yes
491,433,2025-11-06,Q4,2.5,Needs Improvement,8,Requires additional coaching.,Yes
492,2196,2025-10-06,Q2,3.1,Meets Expectations,10,Strong technical skills.,No
493,1086,2025-01-18,Q1,4.6,Outstanding,5,Strong technical skills.,Yes
494,881,2024-09-30,Q3,4.5,Outstanding,5,Consistently exceeds expectations.,Yes
495,1458,2024-04-26,Q1,3.2,Meets Expectations,7,Strong technical skills.,Yes
496,128,2025-11-13,Q4,4.9,Outstanding,6,Consistently exceeds expectations.,No
497,418,2024-08-21,Q2,4.4,Exceeds Expectations,4,Excellent leadership and teamwork.,Yes
498,911,2025-05-08,Q4,2.4,Poor,8,Consistently exceeds expectations.,No
499,308,2025-05-01,Q1,2.1,Poor,6,Demonstrates strong problem-solving skills.,Yes
500,377,2025-05-23,Q3,4.7,Outstanding,4,Excellent leadership and teamwork.,No
501,208,2024-05-06,Q4,2.5,Needs Improvement,9,Demonstrates strong problem-solving skills.,Yes
502,1568,2025-02-11,Q2,4.0,Exceeds Expectations,8,Good communication and collaboration.,Yes
503,1127,2024-11-07,Q2,2.8,Needs Improvement,3,Good communication and collaboration.,No
504,2044,2025-04-19,Q4,3.2,Meets Expectations,3,Consistently exceeds expectations.,No
505,1569,2025-12-30,Q2,2.4,Poor,6,Excellent leadership and teamwork.,No
506,2922,2024-03-18,Q4,3.1,Meets Expectations,8,Needs improvement in productivity.,No
507,1108,2025-06-25,Q3,2.5,Needs Improvement,6,Excellent leadership and teamwork.,No
508,240,2025-01-06,Q4,4.4,Exceeds Expectations,8,Good communication and collaboration.,Yes
509,411,2024-09-03,Q2,2.7,Needs Improvement,7,Excellent leadership and teamwork.,Yes
510,2359,2024-10-21,Q4,4.5,Outstanding,8,Reliable and dependable employee.,Yes
511,969,2025-08-23,Q3,3.8,Meets Expectations,3,Needs improvement in productivity.,Yes
512,2307,2025-07-23,Q4,4.8,Outstanding,7,Reliable and dependable employee.,No
513,156,2024-09-11,Q2,2.3,Poor,6,Excellent leadership and teamwork.,No
514,3,2024-08-09,Q2,3.0,Meets Expectations,5,Needs improvement in productivity.,Yes
515,1326,2024-12-10,Q2,2.2,Poor,5,Consistently exceeds expectations.,No
516,298,2024-03-28,Q4,3.1,Meets Expectations,4,Needs improvement in productivity.,No
517,1322,2024-01-13,Q2,2.4,Poor,9,Demonstrates strong problem-solving skills.,No
518,714,2024-03-01,Q3,4.1,Exceeds Expectations,6,Reliable and dependable employee.,No
519,1257,2025-11-28,Q3,4.2,Exceeds Expectations,5,Reliable and dependable employee.,Yes
520,2876,2025-03-07,Q4,4.8,Outstanding,3,Reliable and dependable employee.,No
521,2505,2024-06-26,Q1,2.7,Needs Improvement,10,Reliable and dependable employee.,No
522,319,2025-04-03,Q3,2.7,Needs Improvement,5,Consistently exceeds expectations.,No
523,1830,2025-05-14,Q2,2.0,Poor,6,Consistently exceeds expectations.,No
524,1052,2024-04-22,Q1,4.4,Exceeds Expectations,3,Requires additional coaching.,No
525,1719,2024-05-25,Q4,4.9,Outstanding,10,Requires additional coaching.,No
526,2237,2024-08-08,Q4,3.1,Meets Expectations,6,Reliable and dependable employee.,No
527,302,2024-12-17,Q1,4.4,Exceeds Expectations,7,Excellent leadership and teamwork.,No
528,1070,2025-04-27,Q1,4.9,Outstanding,8,Reliable and dependable employee.,No
529,660,2024-02-28,Q1,4.2,Exceeds Expectations,8,Demonstrates strong problem-solving skills.,Yes
530,1767,2024-02-20,Q2,4.8,Outstanding,9,Reliable and dependable employee.,Yes
531,415,2024-11-03,Q2,3.0,Meets Expectations,9,Strong technical skills.,No
532,1219,2024-08-06,Q1,2.7,Needs Improvement,9,Demonstrates strong problem-solving skills.,Yes
533,224,2025-05-17,Q4,3.1,Meets Expectations,4,Strong technical skills.,No
534,818,2024-09-03,Q2,2.3,Poor,5,Strong technical skills.,Yes
535,1940,2024-02-04,Q3,4.5,Outstanding,9,Demonstrates strong problem-solving skills.,No
536,2708,2024-09-27,Q4,2.8,Needs Improvement,5,Needs improvement in productivity.,No
537,1514,2025-10-10,Q1,2.6,Needs Improvement,7,Demonstrates strong problem-solving skills.,No
538,1079,2024-07-06,Q3,2.7,Needs Improvement,3,Reliable and dependable employee.,Yes
539,352,2024-07-23,Q4,4.0,Exceeds Expectations,6,Excellent leadership and teamwork.,No
540,2141,2025-08-25,Q4,3.3,Meets Expectations,6,Demonstrates strong problem-solving skills.,No
541,324,2024-11-01,Q1,3.2,Meets Expectations,5,Consistently exceeds expectations.,No
542,709,2025-10-24,Q2,4.8,Outstanding,6,Good communication and collaboration.,Yes
543,175,2024-08-19,Q4,3.3,Meets Expectations,6,Reliable and dependable employee.,No
544,1310,2024-06-17,Q1,4.7,Outstanding,4,Requires additional coaching.,No
545,2262,2024-01-26,Q3,3.0,Meets Expectations,10,Excellent leadership and teamwork.,No
546,461,2025-05-09,Q2,3.2,Meets Expectations,4,Consistently exceeds expectations.,Yes
547,1172,2024-08-21,Q3,4.6,Outstanding,9,Strong technical skills.,No
548,2683,2024-09-06,Q4,3.5,Meets Expectations,3,Reliable and dependable employee.,No
549,1651,2025-09-03,Q4,2.4,Poor,3,Requires additional coaching.,No
